33	1	positive	~ GALIBNYA , restoran ini menampilkan suasana dan masakan Sunda secara prasmanan . Pengunjung disambut deretan angklung menuju ruang makan yang dirancang terbuka . Umumnya pengunjung coba membunyikan alat musik bambu itu beberapa nada . Kesan awal yang baik . Kursi tak berlengan bersandaran tinggi dengan motif anyaman beserta meja - meja panjang putih di ruang yang lapang mengesankan modern minimalis . Melayangkan pandangan ke tembok , di sana terdapat . Lanjutan
34	1	positive	~ LOKASI restoran ini ada di pusat perbelanjaan dan jajanan di Jalan Martadinata atau juga dikenal sebagai Jalan Riau . Turis domestik maupun mancanegara kerap wara wiri di kawasan sini . Restoran yang mengusung tema " Restaurant - Bakery - Catering " berada di bangunan yang berbentuk rumah kolonial . Halaman depan lumayan luas , walaupun kerap penuh parkir . Masuk ke lobby , pengunjung disambut lemari kaca berisi macam macam kue dan . Lanjutan
35	1	positive	~ MIE ini sudah kesohor berbilang tahun . Nama yang dipajang adalah " Mie Baso Akung. " Awalnya masih menempati rumah berupa bangunan lama hingga ditambah bangunan baru lebih besar di samping . Bangunan baru bertingkat , namun yang dijadikan tempat makan hanya di lantai bawah . Suasana ramai sudah tampak sejak di tempat parkir . Halaman yang tidak luas sudah penuh mobil , sehingga jalan raya dijadikan areal . Lanjutan
36	1	positive	 <number> kata yang tepat buat Bakmi Naripan : ENAK ! Bakmi ini ala-ala mi Chinese tradisional zaman kuno . Harus pesan bakwan goreng nya karena enak sekali . Cuma <number> kekurangannya : kurang ramah di kantong . Saya habis sekitar <number> ribu cuma untuk <number> mangkok Bakmi Naripan . Untungnya tidak menyesal , karena memang rasanya enak sekali !
37	1	positive	 <number> Potong Batagor dengan harga <number> , rasanya sangat mahal bukan ? saya mengenal batagor ini dari harga 1-150 rupiah dengan kualitas yang lebih menggigit , tetapi sekarang ? menurut saya kuantitas dan kualitasnya jauh lebih menurun . Alternatif lain untuk membeli batagor : Batagor Isan , Batagor Bandung , Batagor Burangrang ( semuanya dekat dengan lokasi batagor riri )
38	1	positive	 <number> . bebek nya enak <number> . Dagingnya empuk <number> . sambel nya mantap <number> . harga nya pas di kantong <number> . RECOMENDED pokoknya dehi !
39	1	positive	 <number> . makanan khas sunda <number> . rasanya enak <number> . harga pas di kantong <number> . nuansa tempu dulu <number> . rekomended nasi liwet , empal dan abon nya
40	1	negative	 <number> . Pelayanan kurang ramah dan lama <number> . Banyak lalat di sekitar meja makan <number> . Ada anak kecoa di meja saya ( meja no.9 ) <number> . Saus sambalnya dingin
41	1	positive	 <number> . pelayanan ok.!! ! <number> . burung puyuhnya maknyoos.!! ! <number> . sambel extra pedas favorite.!! ! <number> . mau balik lagi.!! ! waktu pertama datang saya rada bingung ini ayam atau burung puyuh . tapi setelah coba saya lgs ketagihan he . and ternyata burung puyuh ini memiliki kolesterol paling rendah.!!! ! patut di coba terima kasih sangrai hypersquare
42	1	positive	 <number> . Pilihan masakannya sunda tradisional banget <number> . alat makan sangat tradisional . bagi yang dahulu pernah makan dan minum dengan piring/gelas kaleng , yang ada gambar khas bunga-bunga atau seperti batik warna kehijauan , alat makan disini seperti itu . <number> . Murah banget . <number> . Asik sepertinya buat kumpul-kumpul , karena tersedia runtutan meja makan kecil dengan kursi cukup rendah , saya merasakan suasana tempat kumpul/nongkrong , disamping . Lanjutan
43	1	positive	 <number> . Suasananya asri banget . <number> . Lebih asyik mlm hari . <number> . Desa banget suasananya . <number> . Udaranya dingin . <number> . Makanan dan minuman tidak mengecewakan . <number> . Perjalanan cukup menantang . <number> . Perjuangan untuk kesana akan terbayarkan dengan makan dipon dok/gazebo yang asyik .
44	1	positive	 <number> . Tdk terlalu jauh dari pusat kota . <number> . Jalannya relatif bagus . <number> . Sebaiknya mlm hari kunjungi tempat ini supaya mendapat pe mandangan cahaya lampu yang indah . <number> . Menu makanan dan minumannya komplit dan yang jelas yummy . <number> . Harga bersahabat . <number> . Udaranya lumayan dingin karena memang lokasinya cukup tinggi . <number> . Sebaiknya jangan weekend kesini karena lumayan antri . <number> . Parkiran luas .
45	1	positive	 <number> Feb <number> Bukan main tempat ini sangatlah cozy . Dengan pemandangan yang diberikan membuat kita merasa santai dan nyaman untuk berlama lama di cafe ini . Ditambah berbagai stuff yang terbuat dari kayu menambah atmosfer nature yang diberikan . Untuk makanannya , cukup bervariasi dan cocok untuk peneman ngobrol dengan teman teman
46	1	positive	ist time coba kesini , katanya tempatnya bagus . Pas menuju ke lawang wangi jalanannya super duper jelek jadi harus hati-hati banget jalan nya . sampao di lawang wangi tempatnya art cafe begitu yaah oke lah untuk melihat pemandangan kota dari atas . Makanannya biasa ajah , dan harga lumayan agak dikit mahal lah iya . tapi kalau mau datang lebih baik sore atau malam biar keren . Lanjutan
47	1	negative	 <number> hari yang lalu saya makan di tempat ini dan saya memesan untuk di bawa pulang dan makan di tempat Saya melihat kode di bon pesanan saya ada tanda antara di bungkus dan makan di tempat yang luar biasa mereka menyajikan ke meja yang untuk di bungkus dan membuat yang untuk makan di tempat dan mereka tidak tahu kode yang . Lanjutan
48	1	negative	 <number> hari yang lalu saya sengaja ingin mencoba resto dapur pandan wangi bersama istri saya pada saat memasuki parkiran di depan saya ada motor yang akan parkir dan di bantu dengan biasa oleh tukang parkir nya saya sempat tertahan di area prkir karena sedang mneyapa teman saya yang kebetulan sudah sampai di lokasi pada saat saya mau memerkirkan motor betapa . Lanjutan
49	1	positive	 <number> ice cream <number> topping <number> sauce <number> Pancake/waffle / kue cubit/cone bowl Harganya Cuma rbrebu Uniknya ada es krim sayuran : wortel , brokoli , jagung , beet
50	1	positive	 <number> minggu lalu saya berkunjung ke Bandung untuk urusan pekerjaan , malam harinya saya dan teman ingin cari kuliner Bandung yang tidak biasa . akhirnya setelah sekitar <number> jam cari makan yang unik , kami dapat rekomendasi tempat Pandan Wangi . Tempatnya lumayan banyak nyamuk ( karena saya makan dimalam hari) , tapi seteah makan nasi pakai terong raos nya yang jadi menu andalan semuanya jadi . Lanjutan
51	1	positive	 <number> teman cowok ingin ksini , namun karena mereka merasa janggal makan berdua saja akhirnya saya diajak . Kami jalan melalui dago atas yang ternyata lokasi ini nyambung ke arah lembang . Untunglah saya ikut , karena tempatnya sangat romantis . Kebetulan kami datang jam <number> malam , penerangan utama adalah lilin dan walaupun memilih out door , udaranya dingin . Menurut saya harga yang diberikan relatif mahal . Lanjutan
52	1	positive	 <number> pernah ke sini , dan <number> juga , tapi progressnya luar biasa , selain menu yang enak , layanan menyenangkan , view kota bandung nya keren banget di malam hari , sussi nya enak banget , kalau ke bandung saya mau ke sini lagi
53	1	positive	 <number> jam , dan akses kesini sangat mudah . penolong disaat kelaparan . banyak banget anak muda bandung kumpul-kumpul disini , karena lokasinya iya memang terkenal .
54	1	positive	 <number> Mei <number> kami keluarga besar mengadakan acara syukuran di tempat ini . Ini kali pertama saya berkunjung ke tempat ini . Pemandangannya indah , suasana sejuk cenderung dingin karena sepanjang acara turun hujan menciptakan suasana yang romantis , sangat cocok untuk keluarga ataupun pasangan . Acara berjalan dengan baik dan lancar dengan bantuan dari seluruh stafnya yang cekatan dalam membantu walaupun pada saat yang . Lanjutan
55	1	positive	rnya saya makan disini . Tempatnya menarik , dan unik . Nyaman untuk ngobrol - ngobrol . Makanannya juga enak , dominan pasta .
56	1	positive	 <number> tauun dong makan siang di warung tegal inii terus . memang sempat bosann sama menunyaa . tapi ngangeniin juga . sekarang masii sering mampir buat makan sop buntut atau soto babatnya
57	1	positive	 <number> Gourmet menawarkan suasana makan yang sangat nikmat , santai , cozy , dan tidak terkesan seperti makan di restaurant biasa di tengah kota . Ada <number> lantai di <number> Gourmet Restaurant ini dan kesemuanya menawarkan menu yang berbeda . Sangat cocok untuk digunakan santap siang bersama dengan teman - teman yang banyak karena areanya yang cukup luas .
58	1	positive	 <number> Gourmet mrpk gabungan dari dua atau tiga restoran sehingga terdapat banyak pilihan makanan , salah satunya yang paling saya sukai yaitu makanan Jepang . Di sini tersedia pula makanan non - halal tapi harus diminta ke pelayannya secara khusus karena biasanya tidak bakal dikasih menu non - halal nya tanpa diminta terlebih dahulu .
59	1	positive	A little gems di jalan progo . Biasa saya punya tempat fave di jalan progo tetapi hari itu mendadak mau sedikit adventorous nyoba - nyoba tempat baru . Namanya sih bau - bau Jepang begitu tetapi lirik - lirik menunya sih campur - campur ada Korea ada western juga . Istilah kerennya fusion begitu kali iya . Dari luar penampakannya seperti cafe - cafe di jalan progo lainnya , rumah - rumah tua tahun <number> - an , masuk ke . Lanjutan
60	1	positive	A&W Restaurant yang berlokasi di Pasteur Hyper Point merupakan restoran yang menjual makanan fast food terutama ayam goreng . Menu andalan saya apabila ke A&W adalah ayam goreng krispy , karena menurut saya rasa ayam gorengnya lebih unik ketimbang restoran fast food lainnya . Selain itu , menu favorit saya lainnya adalah beef burger dan ice cream sundae yang merupakan menu khas Restoran A&W .
61	1	positive	Abdi tampolana wanci enjing sok ngomber sindang kanggo meser mumuluk atawa meser uyuban dina Nanny's Pavilion . abdi beuki sangat ngamumuluk kue dadar ( pancake ) rajeung nguyub cikopi ireng pait panas atawa cienteh haneut . Pelem ! raos sangat . Como dina wanci hujan .
62	1	positive	Abis dari Borma lihat ada cafe nyobalah kami kesana , tempatnya unik dan lucu juga imut " intagramable banget lah . Tapi menunya lumbayan mahal apalagi menu minumnya . makanannya lumbayan , menu minumnya unik , aku pesen minuman yang didalamnya ada batang serainya begitu , rasa manis dan unik
63	1	positive	Abis kalap belanja di cihampelas , kami memutuskan untuk makan di warung tenda pinggir jalan . Dalam perjalanan pulang ke hotel , kita lewat jalan kecil untuk menghindari macet . dan . ketemu warten ini . Pas datang ramai banget ! Kita mesti antre sebentar . Kami pesen nasi uduk + ayam bakar madu + usus + kol goreng . Rasanya enak ! Nasi uduknya standart , tapi ayam bakar madunya . Lanjutan
64	1	positive	Acara makan siang bersama teman-teman kantor dari Jakarta sangatlah berkesan di sini . Kami memilih tempat makan yang agak di bawah lereng bukit untuk mendapatkan pemandangan yang lebih baik . Area / mebel ruangan tidak ada yang sama semuanya berbeda atau acak seolah menunjukkan bahwa pemiliknya adalah seorang kolektor furnitur . Makanannya . wah . enak banget apalagi yang namanya nasi liwet jambal dan sate maranginya . Lanjutan
65	1	positive	acara reuni sma kali ini berbeda dari biasanya karena kali ini kita tidak hanya kumpul biasa melainkan share tentang bisnis yang digeluti teman - teman . asalnya saya bingung memilih tempat yang enak buat kumpul skaligus meeting akhirnya ketemu dengan noah's barn yang ada di jalan dayang sumbi tempatnya cozy banget adem interiornya bagus makanan disini juga komplit ada asian food , western food . Lanjutan
66	1	positive	Ada <number> pilihan ruangan . Ac dan non ac . Saya kebetulan pilih yang ber Ac . Menu nya banyak dari mie ayam . Mie baso . Mie goreng . Mie tek-tek . Rasanya enak . Porsinya juga banyak . Pelayanan nya bagus dan cepat . Meja nya tertata rapi sampai toilet juga rapih dan wangi . Beda dari tempat baso yang _URL_ nge - mie disini
67	1	positive	Ada <number> macam makanan di sediakan di warung ini : nasi kuning & bubur ayam & lontong kari sapi . Masakan cukup enak,porsi pas buat sarapan,harga bersahabat banget . Tapi jangan lewat jam <number> pagi datangnya sudah habis .
68	1	positive	Ada <number> menu share yang saya coba di sate kambing Pak Gino , Sate kambing polos , hati , buntal dan gulai kambing . Rasanya TOPii !
69	1	positive	Ada banyak promo disc dadakannya . Kalau mau ke bandung wajib harus nyobain cabe rawit . ramai pula disini tempatnya . sop iga nya wajib di cobain
70	1	positive	Ada banyak restoran vegetarian di Bandung , salah satunya Ahimsa . Dengan lokasi yang mudah dijangkau , Ahimsa menjadi salah satu tujuan kuliner bagi penyuka masakan vegetarian . Dan yang paling penting harga di Ahimsa ini cukup terjangkau . Cocok untuk kuliner bersama teman - teman ataupun keluarga .
71	1	positive	ADA banyak Warung Nasi Ampera , terutama di daerah asalnya Bandung . Paling tidak terdapat sembilan lokasi : Jalan Sukarno Hatta , Dalem Kaum , PHH Mustofa , Pajajaran , Otto Iskandardinata , Arcamanik , Cileunyi,Trunojoyo dan King's Food Center , Jalan Kepatihan . Restoran yang mengusung konsep warung ini juga menerima pesanan berupa nasi dus , nasi bungkus dan katering melalui telepon yang tersedia <number> jam . Warung nasi dengan tulisan huruf . Lanjutan
72	1	positive	Ada bbrp lokasi Cafe ini di kota Bandung , tapi lokasi ini yang pertama dan sudah agak _URL_ andalan adalah Steak dengan rasa cukup lumayan , sayang porsi agak kecil dengan harga yang agak mahal , karena sekarang mulai banyak cafe-cafe sejenis yang jauh lbh murah dengan rasa yang enak . Tp untuk tempat kumpul-kumpul masih okelah
73	1	positive	Ada beberapa menu andalan seperti ayam betutu dan bebek goreng . Dari segi rasa makanannya cukup enak tapi kurang spesial . Tersedia menu tradisional sampai pilihan menu western seperti pasta . Yang paling saya suka dari tempat ini adalah view nya yang membuat betah bersantai menikmati pemandangan sekitar .
74	1	positive	Ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis , terong goreng yang rasanya seperti perkedel empuk dan gurih . Untuk harga tidak terlalu mahal dengan rasa yang cukup enak yaa . Tips : untuk weekend lebih baik melakukan reservasi karena penuh sekali .
75	1	positive	Ada beberapa pilihan batagor enak di kota bandung . Namun bila anda berada di bandung seputaran Sukajadi , Batagor sukajadi cukup enak dan ikannya terasa . Jika di bungkus sebaiknya diberi lubang udara , sehingga tidak berembun .
76	1	positive	Ada beberapa pilihan makanan seperti mie ayam , batagor , dan oleh-oleh pisang goreng di batagor kingsley . Tapi sayang harganya seperti di restoram , tetapi rasanya biasa saja . Selain itu juga pelayananya kurang cekatan , dan tidak ada etikanya .
77	1	positive	Ada beberapa resto Thai Palace di Bandung , tapi sepertinya resto yang terletak di dago atas ini merupakan resto dengan kapasitas dan lokasi terbesar . Lokasinya juga <number> lantai . Ada beberapa pilihan tempat disini : di dalam ruangan atau di bagian belakang yang berdampingan dengan taman . Bila ingin lebih privacy atau dengan rombongan lebih besar , bisa pilih tempat di lantai <number> , dimana . Lanjutan
78	1	positive	Ada beberapa tempat makan bakmi jowo di _URL_ yang termasuk maknyus . Bakmi gorengnya _URL_ juga bakmi godog _URL_ nya jawa banget,he.dan aroma nya sungguh enak.dimasak pakai arang . Minuman yang menarik buat saya kakak perempuan poci nya,pake gula _URL_ wedhang jahe _URL_ bukan jahe sachet an :) Utk harga.termasuk murah.makanan sekitar ibrb _URL_ minuman skitar grb - iorb an.Tempatnya juga bersih dan . Lanjutan
79	1	positive	Ada berbagai macam makanan selain pasta di sini . Makanannya modern - modern , western sama eropa . Tempatnya enak dan nyaman untuk ngobrol . Karena pesannya pasta jadi menurut saya pastanya enak .
80	1	positive	Ada cabang juga di jl sultan tirtayasa , tempatnya lebih enak . Variasinya banyak banget mulai dari bika ambon sampai serabi solo semua ada , nasi-nasian nya juga murah . Rasa standar . Yang pasti bakal lapa mata
81	1	negative	Ada di semacam pujasera dengan beberapa pilihan masakan . Khususnya untuk batagor Abuy , mungkin tidak sesuai selera saya , tidak makan sampai habis . harganya juga menurut saya tidak sesuai kualitas . waktu itu saya bayar 32.000 untuk sepiring batagor saja tanpa minum
82	1	positive	Ada dua hal yang wajib dicoba jika anda berkunjung ke restoran ini yaitu bakso dan jus alpukatnya . Meskipun harganya tergolong agak mahal untuk makanannya , namun restoran ini tetap direkomendasikan untuk dicoba !
83	1	positive	Ada dua tipe restoran di dusun bambu ini , ada yang bertema foodcourt dan alacarte . saya makan di restoran alacarte yang bernama Burangrang . Restoran ini menyajikan masakan indonesia yang sangat baik , terutama ayam betutu yang disajikan dalam bambu . sangat recommended . Ada juga berbagai macam snack seperti pisang goreng caramel dan es " seperti es campur . Sangat layak dikunjungi terutama bersama keluarga .
84	1	positive	Ada harga ada rupa . Saya menyukai restoran ini karena harganya murah dan kualitas masakan yang seimbang . Makanannya cukup enak kalau mau " enak " dan " murah meriah" . Pelayanannya juga serupa dengan yang kita bayar . Tidak terlalu bagus , tetapi juga tidak buruk .
85	1	positive	Ada menu kepiting saus tiram yang benar-benar lezat dan menu-menu lain nya yang tidak kalah lezat nya.Rose Flower Restaurant memang luar _URL_ pecinta kuliner yang ingin mendapatkan kepuasan maksimal dalam cita rasa masakan yang _URL_ menjadikan Rose Flower Restaurant sebagai pilihan.dijamin ketagihan
86	1	positive	Ada museum seni dan juga jual barang - barang yang eksklusif dan tidak biasa ; seperti baju , sepatu , dompet , dll. Makanannya standar seperti harganya . Tempat makan nyaman tanpa gangguan . Wifi gratis tidak ada . Pastikan berfoto di balkon Lawangwangi .
87	1	positive	Ada nasi merah selain nasi putih , semua nasi dibungkus daun pisang . Lauk pauknya bermacam-bermacam . Bisa pilih dan ambil sendiri .
88	1	positive	Ada paket hemat yang cukup terjangkau , paketnya lengkap,ayamnya enak , sambalnya sayang kurang pedas .
89	1	positive	Ada paket murah serba bribu rupiah saja , cocok untuk yang vegetarian . Lokasi cukup strategis dan mudah ditemukan .
90	1	positive	Ada pilihan tempat duduk di restoran ini . Kalau lesehan , bisa pesen tempat di saung di belakang resto dengan pemandangan kolam ikan . Suasananya sangat nyaman . Ada tempat bermain juga untuk anak kecil di sudut restoran . Untuk makanan , rasa tergolong rata - rata . Waktu itu saya pesan Gurame bakar , sayur asam , sambal , dan tumis kangkung . Dengan rasa makanan yang tergolong rata - rata , namun dengan suasana . Lanjutan
91	1	positive	Ada resto tradisional , ada yang modern juga . Ada masakan sunda , ada western food juga . Ada taman bunga , ada playground . Ada danau , ada bukit-bukit juga . Lengkap kan ? Seharian disini tidak bakal bosen . Banyak tempat foto cantik dan tempat hangout kece . Pertahankan kebersihannya yaa .
92	1	positive	ada restonya juga , makan dan minum sambil menikmati indahnya pegunungan , udaranya sejuk , harga menunya relatif .
93	1	positive	Ada salah satu tempat buat penggemar mie di Bandung yang patut di coba.Lokasi di jl . Emong , dari dulu tempatnya sangat kecil , sehingga banyak pelanggannya yang tidak kebagian _URL_ parkirpun juga terbatas.Selalu ramai baik siang ataupun mlm . Rasa mie nya lumayan yang enak bakso gorengnya dengan porsi cukup banyak , cukup mengenyangkan . Untuk harga agak sedikit mahal .
94	1	positive	Ada satu caption unik di restoran ini yaitu " Dont Worry Be Happy " . Tulisan ini tercetak disalah satu sudut restoran . Tempatnya unik di dominasi warna biru dan krem . Disini sih enaknya makan suki atau BBQ . kita bisa pilih langsung di display untuk additional suki & BBQ . Kuah Tomyam nya rekomen ini untuk yang mau makan suki & BBQ disini
95	1	positive	Ada tempat namanya Bebeke Om Aris , di Jalan Dipatiukur ( depan gerbang UNPAD) , yang jualan Bebek Goreng , Ayam Goreng , Lele Goreng , Kol Goreng , Sate Telor Puyuh & Ati Ampela . makanannya Halal . Bebek gorengnya enak dan empuk banget , tidak bau amis kaya kebanyakan bebek , sambelnya juara ada <number> macam , yang paling asik kol goreng nya gratis ! Om Arisnya juga baik banget apalagi . Lanjutan
96	1	positive	Ada yang enak di amanda brownis tiramisu , nyam-nyam harga mahal tapi enak banget , ada di daerah jalan terusan jakarta bandung . Sama yang rasa pandan enak juga .
